Datum,Nachricht
2024-09-19T00:00:00.000+02:00,XAUUSD 120 bar#8388 | ADX PASS: chart=21 daily=18.8
2024-09-30T08:00:00.000+02:00,XAUUSD 120 bar#8476 | ADX BLOCK: chart=19.9 daily=27.5 threshold=20
2024-09-30T12:00:00.000+02:00,XAUUSD 120 bar#8478 | ADX PASS: chart=20.3 daily=27.5
2024-10-02T10:00:00.000+02:00,XAUUSD 120 bar#8501 | ADX BLOCK: chart=19.3 daily=27.9 threshold=20
2024-10-07T20:00:00.000+02:00,XAUUSD 120 bar#8542 | ADX PASS: chart=20.9 daily=28.4
2024-10-08T12:00:00.000+02:00,XAUUSD 120 bar#8550 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2024-10-08T12:00:00.000+02:00,XAUUSD 120 bar#8550 | waiting=true (Long)
2024-10-09T18:00:00.000+02:00,XAUUSD 120 bar#8565 | Timeout: kein Fractal innerhalb 15 Kerzen
2024-10-10T14:00:00.000+02:00,XAUUSD 120 bar#8575 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2024-10-10T14:00:00.000+02:00,XAUUSD 120 bar#8575 | waiting=true (Long)
2024-10-11T20:00:00.000+02:00,XAUUSD 120 bar#8590 | Timeout: kein Fractal innerhalb 15 Kerzen
2024-10-14T04:00:00.000+02:00,XAUUSD 120 bar#8594 | ADX BLOCK: chart=19.5 daily=24.7 threshold=20
2024-10-14T10:00:00.000+02:00,XAUUSD 120 bar#8597 | ADX PASS: chart=20.4 daily=24.7
2024-10-14T12:00:00.000+02:00,XAUUSD 120 bar#8598 | ADX BLOCK: chart=19.8 daily=24.7 threshold=20
2024-10-16T10:00:00.000+02:00,XAUUSD 120 bar#8621 | ADX PASS: chart=21.4 daily=24.9
2024-10-25T16:00:00.000+02:00,XAUUSD 120 bar#8708 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2024-10-25T16:00:00.000+02:00,XAUUSD 120 bar#8708 | waiting=true (Long)
2024-10-25T18:00:00.000+02:00,XAUUSD 120 bar#8709 | ADX BLOCK: chart=19.8 daily=32.8 threshold=20
2024-10-28T21:00:00.000+01:00,XAUUSD 120 bar#8723 | Timeout: kein Fractal innerhalb 15 Kerzen
2024-10-29T17:00:00.000+01:00,XAUUSD 120 bar#8733 | ADX PASS: chart=21.6 daily=34.6
2024-11-05T14:00:00.000+01:00,XAUUSD 120 bar#8791 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2024-11-05T14:00:00.000+01:00,XAUUSD 120 bar#8791 | waiting=true (Long)
2024-11-05T18:00:00.000+01:00,XAUUSD 120 bar#8793 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2024-11-06T04:00:00.000+01:00,XAUUSD 120 bar#8798 | ADX BLOCK: chart=20 daily=34.4 threshold=20
2024-11-06T06:00:00.000+01:00,XAUUSD 120 bar#8799 | ADX PASS: chart=22.2 daily=34.4
2024-11-06T20:00:00.000+01:00,XAUUSD 120 bar#8806 | Timeout: kein Fractal innerhalb 15 Kerzen
2024-11-07T14:00:00.000+01:00,XAUUSD 120 bar#8815 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2024-11-07T14:00:00.000+01:00,XAUUSD 120 bar#8815 | waiting=true (Long)
2024-11-08T20:00:00.000+01:00,XAUUSD 120 bar#8830 | Timeout: kein Fractal innerhalb 15 Kerzen
2024-11-29T14:00:00.000+01:00,XAUUSD 120 bar#9006 | ADX BLOCK: chart=18.8 daily=25.8 threshold=20
2024-12-02T04:00:00.000+01:00,XAUUSD 120 bar#9012 | ADX PASS: chart=20.6 daily=24.2
2024-12-02T16:00:00.000+01:00,XAUUSD 120 bar#9018 | ADX BLOCK: chart=19 daily=24.2 threshold=20
2024-12-06T02:00:00.000+01:00,XAUUSD 120 bar#9059 | ADX PASS: chart=20.2 daily=19.9
2024-12-06T08:00:00.000+01:00,XAUUSD 120 bar#9062 | ADX BLOCK: chart=19.7 daily=19.9 threshold=20
2024-12-06T14:00:00.000+01:00,XAUUSD 120 bar#9065 | ADX PASS: chart=20.5 daily=19.9
2024-12-09T04:00:00.000+01:00,XAUUSD 120 bar#9072 | ADX BLOCK: chart=19.4 daily=19.4 threshold=20
2024-12-09T14:00:00.000+01:00,XAUUSD 120 bar#9077 | ADX PASS: chart=20.9 daily=19.4
2024-12-23T22:00:00.000+01:00,XAUUSD 120 bar#9201 | ADX BLOCK: chart=18.8 daily=15.3 threshold=20
2024-12-30T20:00:00.000+01:00,XAUUSD 120 bar#9246 | ADX PASS: chart=20.1 daily=13.8
2024-12-31T10:00:00.000+01:00,XAUUSD 120 bar#9253 | ADX BLOCK: chart=19.5 daily=13.7 threshold=20
2025-01-02T12:00:00.000+01:00,XAUUSD 120 bar#9265 | ADX PASS: chart=21.1 daily=13.7
2025-01-07T06:00:00.000+01:00,XAUUSD 120 bar#9298 | ADX BLOCK: chart=19.6 daily=12.1 threshold=20
2025-01-08T16:00:00.000+01:00,XAUUSD 120 bar#9315 | ADX PASS: chart=20.1 daily=11.5
2025-01-08T18:00:00.000+01:00,XAUUSD 120 bar#9316 | ADX BLOCK: chart=19.6 daily=11.5 threshold=20
2025-01-10T08:00:00.000+01:00,XAUUSD 120 bar#9335 | ADX PASS: chart=20.1 daily=11
2025-01-10T16:00:00.000+01:00,XAUUSD 120 bar#9339 | ADX BLOCK: chart=19.7 daily=11 threshold=20
2025-01-13T14:00:00.000+01:00,XAUUSD 120 bar#9350 | ADX PASS: chart=20.8 daily=11.6
2025-01-14T16:00:00.000+01:00,XAUUSD 120 bar#9363 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2025-01-14T16:00:00.000+01:00,XAUUSD 120 bar#9363 | waiting=true (Long)
2025-01-15T22:00:00.000+01:00,XAUUSD 120 bar#9378 | Timeout: kein Fractal innerhalb 15 Kerzen
2025-01-20T12:00:00.000+01:00,XAUUSD 120 bar#9409 | ADX BLOCK: chart=19.2 daily=15.8 threshold=20
2025-01-21T14:00:00.000+01:00,XAUUSD 120 bar#9421 | ADX PASS: chart=21.2 daily=16.6
2025-01-28T14:00:00.000+01:00,XAUUSD 120 bar#9481 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2025-01-28T14:00:00.000+01:00,XAUUSD 120 bar#9481 | waiting=true (Long)
2025-01-29T06:00:00.000+01:00,XAUUSD 120 bar#9489 | ADX BLOCK: chart=19.6 daily=24.5 threshold=20
2025-01-29T20:00:00.000+01:00,XAUUSD 120 bar#9496 | Timeout: kein Fractal innerhalb 15 Kerzen
2025-01-30T12:00:00.000+01:00,XAUUSD 120 bar#9504 | ADX PASS: chart=20.7 daily=25.1
2025-02-07T16:00:00.000+01:00,XAUUSD 120 bar#9578 | ADX BLOCK: chart=20 daily=31.6 threshold=20
2025-02-10T10:00:00.000+01:00,XAUUSD 120 bar#9587 | ADX PASS: chart=21 daily=32.8
2025-02-12T14:00:00.000+01:00,XAUUSD 120 bar#9613 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2025-02-12T14:00:00.000+01:00,XAUUSD 120 bar#9613 | waiting=true (Long)
2025-02-13T06:00:00.000+01:00,XAUUSD 120 bar#9621 | ADX BLOCK: chart=19.7 daily=37.1 threshold=20
2025-02-13T20:00:00.000+01:00,XAUUSD 120 bar#9628 | Timeout: kein Fractal innerhalb 15 Kerzen
2025-02-14T20:00:00.000+01:00,XAUUSD 120 bar#9640 | ADX PASS: chart=20.5 daily=38.2
2025-02-18T08:00:00.000+01:00,XAUUSD 120 bar#9657 | ADX BLOCK: chart=19.1 daily=38.2 threshold=20
2025-02-18T22:00:00.000+01:00,XAUUSD 120 bar#9664 | ADX PASS: chart=20.3 daily=38.8
2025-02-19T02:00:00.000+01:00,XAUUSD 120 bar#9666 | ADX BLOCK: chart=19.4 daily=38.8 threshold=20
2025-02-19T10:00:00.000+01:00,XAUUSD 120 bar#9670 | ADX PASS: chart=20.2 daily=38.8
2025-02-19T14:00:00.000+01:00,XAUUSD 120 bar#9672 | ADX BLOCK: chart=19.7 daily=38.8 threshold=20
2025-02-21T08:00:00.000+01:00,XAUUSD 120 bar#9693 | ADX PASS: chart=20.2 daily=40.2
2025-02-21T16:00:00.000+01:00,XAUUSD 120 bar#9697 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2025-02-21T16:00:00.000+01:00,XAUUSD 120 bar#9697 | waiting=true (Long)
2025-02-24T18:00:00.000+01:00,XAUUSD 120 bar#9710 | ADX BLOCK: chart=19.7 daily=40.6 threshold=20
2025-02-24T22:00:00.000+01:00,XAUUSD 120 bar#9712 | Timeout: kein Fractal innerhalb 15 Kerzen
2025-02-25T12:00:00.000+01:00,XAUUSD 120 bar#9719 | ADX PASS: chart=20.1 daily=41
2025-03-05T04:00:00.000+01:00,XAUUSD 120 bar#9787 | ADX BLOCK: chart=19.5 daily=30.9 threshold=20
2025-03-10T17:00:00.000+01:00,XAUUSD 120 bar#9830 | ADX PASS: chart=21.3 daily=27.5
2025-03-12T03:00:00.000+01:00,XAUUSD 120 bar#9847 | ADX BLOCK: chart=19.5 daily=24.6 threshold=20
2025-03-12T21:00:00.000+01:00,XAUUSD 120 bar#9856 | ADX PASS: chart=20.3 daily=23.9
2025-03-25T09:00:00.000+01:00,XAUUSD 120 bar#9958 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2025-03-25T09:00:00.000+01:00,XAUUSD 120 bar#9958 | waiting=true (Long)
2025-03-25T19:00:00.000+01:00,XAUUSD 120 bar#9963 | ADX BLOCK: chart=19.2 daily=31.3 threshold=20
2025-03-26T15:00:00.000+01:00,XAUUSD 120 bar#9973 | Timeout: kein Fractal innerhalb 15 Kerzen
2025-03-27T15:00:00.000+01:00,XAUUSD 120 bar#9985 | ADX PASS: chart=20.2 daily=31.8
2025-04-02T12:00:00.000+02:00,XAUUSD 120 bar#10031 | ADX BLOCK: chart=19.6 daily=37.6 threshold=20
2025-04-04T22:00:00.000+02:00,XAUUSD 120 bar#10060 | ADX PASS: chart=20.4 daily=37
2025-04-08T12:00:00.000+02:00,XAUUSD 120 bar#10079 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2025-04-08T12:00:00.000+02:00,XAUUSD 120 bar#10079 | waiting=true (Long)
2025-04-09T18:00:00.000+02:00,XAUUSD 120 bar#10094 | Timeout: kein Fractal innerhalb 15 Kerzen
2025-04-15T20:00:00.000+02:00,XAUUSD 120 bar#10143 | ADX BLOCK: chart=20 daily=33.2 threshold=20
2025-04-16T00:00:00.000+02:00,XAUUSD 120 bar#10145 | ADX PASS: chart=20.8 daily=33.8
2025-04-24T10:00:00.000+02:00,XAUUSD 120 bar#10210 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2025-04-24T10:00:00.000+02:00,XAUUSD 120 bar#10210 | waiting=true (Long)
2025-04-24T18:00:00.000+02:00,XAUUSD 120 bar#10214 | ADX BLOCK: chart=18.9 daily=40.8 threshold=20
2025-04-25T16:00:00.000+02:00,XAUUSD 120 bar#10225 | Timeout: kein Fractal innerhalb 15 Kerzen
2025-05-01T10:00:00.000+02:00,XAUUSD 120 bar#10270 | ADX PASS: chart=20.8 daily=37.6
2025-05-02T12:00:00.000+02:00,XAUUSD 120 bar#10283 | ADX BLOCK: chart=19.4 daily=35.3 threshold=20
2025-05-05T12:00:00.000+02:00,XAUUSD 120 bar#10295 | ADX PASS: chart=21.3 daily=33.3
2025-05-09T16:00:00.000+02:00,XAUUSD 120 bar#10345 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2025-05-09T16:00:00.000+02:00,XAUUSD 120 bar#10345 | waiting=true (Long)
2025-05-12T22:00:00.000+02:00,XAUUSD 120 bar#10360 | Timeout: kein Fractal innerhalb 15 Kerzen
2025-05-15T14:00:00.000+02:00,XAUUSD 120 bar#10392 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2025-05-15T14:00:00.000+02:00,XAUUSD 120 bar#10392 | waiting=true (Long)
2025-05-16T20:00:00.000+02:00,XAUUSD 120 bar#10407 | Timeout: kein Fractal innerhalb 15 Kerzen
2025-05-19T18:00:00.000+02:00,XAUUSD 120 bar#10418 | ADX BLOCK: chart=19.9 daily=23.6 threshold=20
2025-05-20T20:00:00.000+02:00,XAUUSD 120 bar#10431 | ADX PASS: chart=20.5 daily=23
2025-05-26T14:00:00.000+02:00,XAUUSD 120 bar#10476 | ADX BLOCK: chart=19 daily=18.6 threshold=20
2025-05-27T12:00:00.000+02:00,XAUUSD 120 bar#10486 | ADX PASS: chart=20.3 daily=18.1
2025-05-29T12:00:00.000+02:00,XAUUSD 120 bar#10510 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2025-05-29T12:00:00.000+02:00,XAUUSD 120 bar#10510 | waiting=true (Long)
2025-05-30T04:00:00.000+02:00,XAUUSD 120 bar#10518 | ADX BLOCK: chart=20 daily=15.2 threshold=20
2025-05-30T18:00:00.000+02:00,XAUUSD 120 bar#10525 | Timeout: kein Fractal innerhalb 15 Kerzen
2025-05-30T20:00:00.000+02:00,XAUUSD 120 bar#10526 | ADX PASS: chart=20.2 daily=15.2
2025-06-02T00:00:00.000+02:00,XAUUSD 120 bar#10528 | ADX BLOCK: chart=19.4 daily=14.8 threshold=20
2025-06-02T10:00:00.000+02:00,XAUUSD 120 bar#10533 | ADX PASS: chart=20.6 daily=14.8
2025-06-04T04:00:00.000+02:00,XAUUSD 120 bar#10554 | ADX BLOCK: chart=19.9 daily=13.9 threshold=20
2025-06-05T12:00:00.000+02:00,XAUUSD 120 bar#10570 | ADX PASS: chart=20.7 daily=13.5
2025-06-05T16:00:00.000+02:00,XAUUSD 120 bar#10572 | ADX BLOCK: chart=19.9 daily=13.5 threshold=20
2025-06-09T02:00:00.000+02:00,XAUUSD 120 bar#10589 | ADX PASS: chart=21.4 daily=12.9
2025-06-09T18:00:00.000+02:00,XAUUSD 120 bar#10597 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2025-06-09T18:00:00.000+02:00,XAUUSD 120 bar#10597 | waiting=true (Long)
2025-06-09T22:00:00.000+02:00,XAUUSD 120 bar#10599 | ADX BLOCK: chart=19.3 daily=12 threshold=20
2025-06-10T04:00:00.000+02:00,XAUUSD 120 bar#10602 | ADX PASS: chart=20.2 daily=12
2025-06-10T08:00:00.000+02:00,XAUUSD 120 bar#10604 | ADX BLOCK: chart=18.7 daily=12 threshold=20
2025-06-11T00:00:00.000+02:00,XAUUSD 120 bar#10612 | Timeout: kein Fractal innerhalb 15 Kerzen
2025-06-11T20:00:00.000+02:00,XAUUSD 120 bar#10622 | ADX PASS: chart=20.1 daily=11.3
2025-06-18T14:00:00.000+02:00,XAUUSD 120 bar#10679 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2025-06-18T14:00:00.000+02:00,XAUUSD 120 bar#10679 | waiting=true (Long)
2025-06-19T20:00:00.000+02:00,XAUUSD 120 bar#10694 | Timeout: kein Fractal innerhalb 15 Kerzen
2025-06-20T14:00:00.000+02:00,XAUUSD 120 bar#10702 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2025-06-20T14:00:00.000+02:00,XAUUSD 120 bar#10702 | waiting=true (Long)
2025-06-23T06:00:00.000+02:00,XAUUSD 120 bar#10710 | ADX BLOCK: chart=19.6 daily=14.7 threshold=20
2025-06-23T20:00:00.000+02:00,XAUUSD 120 bar#10717 | Timeout: kein Fractal innerhalb 15 Kerzen
2025-06-24T08:00:00.000+02:00,XAUUSD 120 bar#10723 | ADX PASS: chart=20.3 daily=15
2025-06-25T20:00:00.000+02:00,XAUUSD 120 bar#10741 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2025-06-25T20:00:00.000+02:00,XAUUSD 120 bar#10741 | waiting=true (Long)
2025-06-26T18:00:00.000+02:00,XAUUSD 120 bar#10752 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2025-06-27T02:00:00.000+02:00,XAUUSD 120 bar#10756 | Timeout: kein Fractal innerhalb 15 Kerzen
2025-07-03T02:00:00.000+02:00,XAUUSD 120 bar#10804 | ADX BLOCK: chart=20 daily=11.1 threshold=20
2025-07-03T20:00:00.000+02:00,XAUUSD 120 bar#10813 | ADX PASS: chart=20.4 daily=11.1
2025-07-04T06:00:00.000+02:00,XAUUSD 120 bar#10818 | ADX BLOCK: chart=19.9 daily=10.6 threshold=20
2025-07-07T06:00:00.000+02:00,XAUUSD 120 bar#10828 | ADX PASS: chart=20.4 daily=10.1
2025-07-08T06:00:00.000+02:00,XAUUSD 120 bar#10840 | ADX BLOCK: chart=19.3 daily=10.3 threshold=20
2025-07-08T18:00:00.000+02:00,XAUUSD 120 bar#10846 | ADX PASS: chart=20.3 daily=10.3
2025-07-10T14:00:00.000+02:00,XAUUSD 120 bar#10868 | ADX BLOCK: chart=19.4 daily=11.1 threshold=20
2025-07-11T10:00:00.000+02:00,XAUUSD 120 bar#10878 | ADX PASS: chart=20.2 daily=11.1
2025-07-17T08:00:00.000+02:00,XAUUSD 120 bar#10925 | ADX BLOCK: chart=19.4 daily=9.2 threshold=20
2025-07-21T08:00:00.000+02:00,XAUUSD 120 bar#10949 | ADX PASS: chart=20.2 daily=8.2
2025-07-29T18:00:00.000+02:00,XAUUSD 120 bar#11026 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2025-07-29T18:00:00.000+02:00,XAUUSD 120 bar#11026 | waiting=true (Long)
2025-07-31T00:00:00.000+02:00,XAUUSD 120 bar#11041 | Timeout: kein Fractal innerhalb 15 Kerzen
2025-08-21T18:00:00.000+02:00,XAUUSD 120 bar#11230 | ADX BLOCK: chart=19.9 daily=7.1 threshold=20
2025-08-22T14:00:00.000+02:00,XAUUSD 120 bar#11240 | ADX PASS: chart=20.3 daily=6.7
2025-08-25T22:00:00.000+02:00,XAUUSD 120 bar#11256 | ADX BLOCK: chart=19.3 daily=7.8 threshold=20
2025-08-28T16:00:00.000+02:00,XAUUSD 120 bar#11289 | ADX PASS: chart=20 daily=9.9
2025-09-11T06:00:00.000+02:00,XAUUSD 120 bar#11403 | ADX BLOCK: chart=19.6 daily=36.3 threshold=20
2025-09-16T00:00:00.000+02:00,XAUUSD 120 bar#11436 | ADX PASS: chart=20.1 daily=42.1
2025-09-17T14:00:00.000+02:00,XAUUSD 120 bar#11455 | ADX BLOCK: chart=19.5 daily=44.1 threshold=20
2025-09-18T08:00:00.000+02:00,XAUUSD 120 bar#11464 | ADX PASS: chart=20.7 daily=44.8
2025-09-18T10:00:00.000+02:00,XAUUSD 120 bar#11465 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2025-09-18T10:00:00.000+02:00,XAUUSD 120 bar#11465 | waiting=true (Long)
2025-09-19T10:00:00.000+02:00,XAUUSD 120 bar#11477 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2025-09-19T14:00:00.000+02:00,XAUUSD 120 bar#11479 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2025-09-19T16:00:00.000+02:00,XAUUSD 120 bar#11480 | Timeout: kein Fractal innerhalb 15 Kerzen
2025-09-25T08:00:00.000+02:00,XAUUSD 120 bar#11524 | ADX BLOCK: chart=19.1 daily=47.3 threshold=20
2025-09-29T08:00:00.000+02:00,XAUUSD 120 bar#11548 | ADX PASS: chart=20.6 daily=48.3
2025-10-03T00:00:00.000+02:00,XAUUSD 120 bar#11592 | ADX BLOCK: chart=19.9 daily=52 threshold=20
2025-10-06T04:00:00.000+02:00,XAUUSD 120 bar#11606 | ADX PASS: chart=21.1 daily=52.1
2025-10-10T10:00:00.000+02:00,XAUUSD 120 bar#11657 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2025-10-10T10:00:00.000+02:00,XAUUSD 120 bar#11657 | waiting=true (Long)
2025-10-10T16:00:00.000+02:00,XAUUSD 120 bar#11660 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2025-10-10T20:00:00.000+02:00,XAUUSD 120 bar#11662 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2025-10-13T16:00:00.000+02:00,XAUUSD 120 bar#11672 | Timeout: kein Fractal innerhalb 15 Kerzen
2025-10-20T12:00:00.000+02:00,XAUUSD 120 bar#11730 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2025-10-20T12:00:00.000+02:00,XAUUSD 120 bar#11730 | waiting=true (Long)
2025-10-21T08:00:00.000+02:00,XAUUSD 120 bar#11740 | ADX BLOCK: chart=19.8 daily=61.5 threshold=20
2025-10-21T10:00:00.000+02:00,XAUUSD 120 bar#11741 | ADX PASS: chart=20.3 daily=61.5
2025-10-21T18:00:00.000+02:00,XAUUSD 120 bar#11745 | Timeout: kein Fractal innerhalb 15 Kerzen
2025-10-23T10:00:00.000+02:00,XAUUSD 120 bar#11765 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2025-10-23T10:00:00.000+02:00,XAUUSD 120 bar#11765 | waiting=true (Long)
2025-10-23T14:00:00.000+02:00,XAUUSD 120 bar#11767 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2025-10-24T14:00:00.000+02:00,XAUUSD 120 bar#11779 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2025-10-24T16:00:00.000+02:00,XAUUSD 120 bar#11780 | Timeout: kein Fractal innerhalb 15 Kerzen
2025-10-24T22:00:00.000+02:00,XAUUSD 120 bar#11783 | ADX BLOCK: chart=20 daily=52.6 threshold=20
2025-10-27T05:00:00.000+01:00,XAUUSD 120 bar#11787 | ADX PASS: chart=20.3 daily=52.6
2025-10-30T09:00:00.000+01:00,XAUUSD 120 bar#11825 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2025-10-30T09:00:00.000+01:00,XAUUSD 120 bar#11825 | waiting=true (Long)
2025-10-30T21:00:00.000+01:00,XAUUSD 120 bar#11831 | ADX BLOCK: chart=19.9 daily=40.6 threshold=20
2025-10-30T23:00:00.000+01:00,XAUUSD 120 bar#11832 | ADX PASS: chart=20 daily=40.6
2025-10-31T01:00:00.000+01:00,XAUUSD 120 bar#11833 | ADX BLOCK: chart=20 daily=40.6 threshold=20
2025-10-31T15:00:00.000+01:00,XAUUSD 120 bar#11840 | Timeout: kein Fractal innerhalb 15 Kerzen
2025-11-04T14:00:00.000+01:00,XAUUSD 120 bar#11863 | ADX PASS: chart=20.4 daily=35.5
2025-11-05T14:00:00.000+01:00,XAUUSD 120 bar#11875 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2025-11-05T14:00:00.000+01:00,XAUUSD 120 bar#11875 | waiting=true (Long)
2025-11-05T20:00:00.000+01:00,XAUUSD 120 bar#11878 | ADX BLOCK: chart=19.4 daily=33.6 threshold=20
2025-11-06T20:00:00.000+01:00,XAUUSD 120 bar#11890 | Timeout: kein Fractal innerhalb 15 Kerzen
2025-11-10T04:00:00.000+01:00,XAUUSD 120 bar#11906 | ADX PASS: chart=21.1 daily=27.9
2025-11-18T14:00:00.000+01:00,XAUUSD 120 bar#11983 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2025-11-18T14:00:00.000+01:00,XAUUSD 120 bar#11983 | waiting=true (Long)
2025-11-19T20:00:00.000+01:00,XAUUSD 120 bar#11998 | Timeout: kein Fractal innerhalb 15 Kerzen
2025-11-19T22:00:00.000+01:00,XAUUSD 120 bar#11999 | ADX BLOCK: chart=19.5 daily=22.3 threshold=20
2025-11-25T04:00:00.000+01:00,XAUUSD 120 bar#12038 | ADX PASS: chart=20.4 daily=19.6
2025-11-25T12:00:00.000+01:00,XAUUSD 120 bar#12042 | ADX BLOCK: chart=19.9 daily=19.6 threshold=20
2025-11-25T18:00:00.000+01:00,XAUUSD 120 bar#12045 | ADX PASS: chart=20.8 daily=19.6
2025-11-27T14:00:00.000+01:00,XAUUSD 120 bar#12067 | ADX BLOCK: chart=19.1 daily=19.2 threshold=20
2025-11-28T20:00:00.000+01:00,XAUUSD 120 bar#12081 | ADX PASS: chart=20.1 daily=19.1
2025-12-02T14:00:00.000+01:00,XAUUSD 120 bar#12101 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2025-12-02T14:00:00.000+01:00,XAUUSD 120 bar#12101 | waiting=true (Long)
2025-12-03T12:00:00.000+01:00,XAUUSD 120 bar#12112 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2025-12-03T16:00:00.000+01:00,XAUUSD 120 bar#12114 | ADX BLOCK: chart=19.7 daily=20.8 threshold=20
2025-12-03T20:00:00.000+01:00,XAUUSD 120 bar#12116 | Timeout: kein Fractal innerhalb 15 Kerzen
2025-12-11T16:00:00.000+01:00,XAUUSD 120 bar#12186 | ADX PASS: chart=20.9 daily=20.9
2025-12-16T14:00:00.000+01:00,XAUUSD 120 bar#12221 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2025-12-16T14:00:00.000+01:00,XAUUSD 120 bar#12221 | waiting=true (Long)
2025-12-17T20:00:00.000+01:00,XAUUSD 120 bar#12236 | Timeout: kein Fractal innerhalb 15 Kerzen
2026-01-06T02:00:00.000+01:00,XAUUSD 120 bar#12368 | ADX BLOCK: chart=19.6 daily=29.1 threshold=20
2026-01-07T16:00:00.000+01:00,XAUUSD 120 bar#12387 | ADX PASS: chart=20 daily=28.7
2026-01-08T16:00:00.000+01:00,XAUUSD 120 bar#12399 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2026-01-08T16:00:00.000+01:00,XAUUSD 120 bar#12399 | waiting=true (Long)
2026-01-09T00:00:00.000+01:00,XAUUSD 120 bar#12403 | ADX BLOCK: chart=19.8 daily=27.7 threshold=20
2026-01-09T22:00:00.000+01:00,XAUUSD 120 bar#12414 | Timeout: kein Fractal innerhalb 15 Kerzen
2026-01-12T02:00:00.000+01:00,XAUUSD 120 bar#12416 | ADX PASS: chart=21 daily=27.5
2026-01-15T12:00:00.000+01:00,XAUUSD 120 bar#12457 | ADX BLOCK: chart=20 daily=30.1 threshold=20
2026-01-16T18:00:00.000+01:00,XAUUSD 120 bar#12472 | ADX PASS: chart=20.3 daily=30.7
2026-02-05T00:00:00.000+01:00,XAUUSD 120 bar#12630 | ADX BLOCK: chart=19.7 daily=38.7 threshold=20
2026-02-05T02:00:00.000+01:00,XAUUSD 120 bar#12631 | ADX PASS: chart=20.2 daily=38.7
2026-02-06T10:00:00.000+01:00,XAUUSD 120 bar#12647 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2026-02-06T10:00:00.000+01:00,XAUUSD 120 bar#12647 | waiting=true (Long)
2026-02-06T10:00:00.000+01:00,XAUUSD 120 bar#12647 | PENDING Long: entry=4902.98 sl=4778.92
2026-02-06T10:00:00.000+01:00,XAUUSD 120 bar#12647 | ENTRY Long: stop=4902.99 sl=4778.92 qty=0.8004
2026-02-06T12:00:00.000+01:00,"XAUUSD 120 bar#12648 | FILL: Position offen, trail_sl=4778.92"
2026-02-06T14:00:00.000+01:00,XAUUSD 120 bar#12649 | PARTIAL Long: 50%
2026-02-06T14:00:00.000+01:00,XAUUSD 120 bar#12649 | BREAKEVEN Long: sl=4902.98
2026-02-06T18:00:00.000+01:00,XAUUSD 120 bar#12651 | ADX BLOCK: chart=19.1 daily=36.7 threshold=20
2026-02-12T20:00:00.000+01:00,XAUUSD 120 bar#12700 | ADX PASS: chart=20.4 daily=29.5
2026-02-13T14:00:00.000+01:00,XAUUSD 120 bar#12709 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2026-02-16T00:00:00.000+01:00,XAUUSD 120 bar#12714 | ADX BLOCK: chart=19.5 daily=25.6 threshold=20
2026-02-16T06:00:00.000+01:00,XAUUSD 120 bar#12717 | ADX PASS: chart=20 daily=25.6
2026-02-16T08:00:00.000+01:00,XAUUSD 120 bar#12718 | ADX BLOCK: chart=20 daily=25.6 threshold=20
